KECAMATAN,KELURAHAN,RT,JENIS_KB,AKHIR_PKB,POKOK_PKB,JUMLAH_KENDARAAN
WARU,BANGUN MULYA,9,R,09/07/2025,246800,1
PENAJAM,PETUNG,7,R,09/18/2023,173300,1
PENAJAM,GUNUNG STELENG,9,R,09/27/2025,323800,1
PENAJAM,GIRIPURWA,2,R,09/27/2025,285300,1
PENAJAM,JENEBORA,6,R,09/27/2025,717500,1
SEPAKU,KARANG JINAWI,5,R,09/28/2023,227500,1
PENAJAM,GIRIPURWA,3,R,09/28/2025,224000,1
PENAJAM,PETUNG,1,R,09/28/2025,224000,1
PENAJAM,LAWE-LAWE,2,R,09/28/2023,227500,1
PENAJAM,GUNUNG STELENG,7,R,09/28/2025,224000,1
PENAJAM,PETUNG,15,R,09/28/2025,224000,1
BABULU,LABANGKA,9,R,09/28/2025,224000,1
PENAJAM,PENAJAM,24,R,09/28/2025,236300,1
BABULU,LABANGKA BARAT,4,R,09/28/2025,273000,1
SEPAKU,SEMOI DUA,8,R,09/28/2025,224000,1
SEPAKU,SEMOI DUA,24,R,09/28/2025,243300,1
PENAJAM,PENAJAM,13,R,09/28/2025,273000,1
SEPAKU,ARGO MULYO,9,R,09/28/2025,283500,1
SEPAKU,KARANG JINAWI,4,R,09/28/2023,288800,1
PENAJAM,GIRIMUKTI,6,R,09/28/2025,173300,1
BABULU,BABULU DARAT,12,R,09/28/2025,243300,1
PENAJAM,TANJUNG TENGAH,1,R,09/28/2024,206500,1
WARU,WARU,14,R,09/28/2025,204800,1
WARU,BANGUN MULYA,11,R,09/28/2025,434000,1
PENAJAM,RIKO,2,R,09/28/2025,236300,1
SEPAKU,PEMALUAN,5,R,09/28/2025,273000,1
PENAJAM,GIRIMUKTI,11,R,09/28/2025,196000,1
PENAJAM,PENAJAM,5,R,09/28/2025,196000,1
WARU,WARU,19,R,09/28/2025,196000,1
SEPAKU,SUKO MULYO,1,R,09/28/2024,225750,1
BABULU,LABANGKA,7,R,09/28/2025,224000,1
WARU,SESULU,4,R,09/28/2025,224000,1
WARU,WARU,13,R,09/28/2025,224000,1
PENAJAM,TANJUNG TENGAH,5,R,09/28/2025,224000,1
PENAJAM,GIRIMUKTI,13,R,09/28/2025,224000,1
SEPAKU,TENGIN BARU,1,R,09/28/2025,273000,1
SEPAKU,PEMALUAN,3,R,09/28/2021,176800,1
PENAJAM,SIDOREJO,4,R,09/28/2025,236300,1
PENAJAM,GIRIMUKTI,11,R,09/28/2025,224000,1
BABULU,BABULU DARAT,29,R,09/28/2025,224000,1
BABULU,GUNUNG MULIA,6,R,09/28/2025,224000,1
WARU,WARU,8,R,09/28/2025,224000,1
PENAJAM,SUNGAI PARIT,3,R,09/28/2025,224000,1
BABULU,SRI RAHARJA,6,R,09/28/2025,224000,1
WARU,API-API,1,R,09/28/2025,224000,1
PENAJAM,PENAJAM,4,R,02/15/2022,192150,1
SEPAKU,SUKO MULYO,1,R,09/28/2020,323800,1
BABULU,BABULU,8,R,09/28/2022,322000,1
PENAJAM,RIKO,6,R,09/29/2020,210000,1
SEPAKU,MARIDAN,3,R,09/29/2025,196000,1
BABULU,LABANGKA,10,R,09/29/2025,224000,1
BABULU,GUNUNG MULIA,11,R,09/29/2025,224000,1
PENAJAM,GIRIMUKTI,11,R,09/29/2025,224000,1
BABULU,LABANGKA,4,R,09/29/2020,229300,1
BABULU,BABULU DARAT,10,R,09/29/2025,273000,1
SEPAKU,MARIDAN,6,R,09/29/2025,385000,1
PENAJAM,LAWE-LAWE,1,R,09/29/2025,225750,1
PENAJAM,GIRIMUKTI,12,R,01/18/2021,211800,1
PENAJAM,PENAJAM,14,R,10/05/2024,169800,1
PENAJAM,GIRIPURWA,9,R,10/05/2025,232800,1
BABULU,BABULU LAUT,6,R,10/09/2025,224000,1
BABULU,LABANGKA,12,R,10/09/2025,273000,1
PENAJAM,NIPAH-NIPAH,2,R,10/09/2021,233840,1
BABULU,GUNUNG MULIA,11,R,10/09/2025,224000,1
PENAJAM,PENAJAM,2,R,10/09/2025,224000,1
PENAJAM,GIRIPURWA,9,R,10/09/2025,204800,1
PENAJAM,BULUMINUNG,4,R,10/09/2024,193844,1
SEPAKU,SUKARAJA,11,R,10/09/2025,196000,1
BABULU,BABULU DARAT,6,R,10/09/2025,224000,1
BABULU,GUNUNG INTAN,5,R,10/05/2025,150500,1
SEPAKU,SEMOI DUA,8,R,10/10/2025,458500,1
SEPAKU,WONOSARI,9,R,10/10/2025,344800,1
SEPAKU,SUKARAJA,7,R,10/10/2025,190800,1
SEPAKU,SEPAKU,9,R,10/10/2025,248500,1
SEPAKU,KARANG JINAWI,5,R,10/12/2021,160650,1
WARU,BANGUN MULYA,10,R,10/12/2021,160650,1
WARU,BANGUN MULYA,10,R,10/12/2020,178500,1
PENAJAM,LAWE-LAWE,7,R,10/12/2025,204800,1
PENAJAM,PENAJAM,24,R,10/12/2025,204800,1
PENAJAM,SOTEK,1,R,10/12/2025,204750,1
BABULU,SEBAKUNG JAYA,1,R,10/12/2024,202370,1
PENAJAM,NIPAH-NIPAH,4,R,10/12/2025,224000,1
PENAJAM,PENAJAM,8,R,10/12/2025,224000,1
PENAJAM,PETUNG,18,R,10/12/2024,225800,1
PENAJAM,BULUMINUNG,2,R,10/12/2022,227500,1
WARU,BANGUN MULYA,5,R,10/12/2025,224000,1
WARU,WARU,23,R,10/12/2021,206370,1
BABULU,GUNUNG INTAN,6,R,10/12/2025,243250,1
WARU,BANGUN MULYA,10,R,10/12/2022,234500,1
PENAJAM,GUNUNG STELENG,9,R,10/12/2025,434000,1
PENAJAM,BULUMINUNG,1,R,10/12/2024,287000,1
PENAJAM,PENAJAM,2,R,10/12/2025,204800,1
SEPAKU,BUKIT RAYA,20,R,10/12/2025,196000,1
PENAJAM,PENAJAM,13,R,10/12/2025,224000,1
PENAJAM,SOTEK,2,R,03/15/2025,329000,1
BABULU,BABULU DARAT,3,R,03/15/2025,369300,1
BABULU,LABANGKA,6,R,03/15/2025,411300,1
PENAJAM,GUNUNG STELENG,7,R,03/15/2025,309800,1
BABULU,SRI RAHARJA,7,R,03/15/2025,271300,1
SEPAKU,TELEMOW,12,R,09/04/2021,122500,1
PENAJAM,SOTEK,3,R,03/17/2025,402500,1
WARU,BANGUN MULYA,9,R,03/19/2022,448000,1
SEPAKU,TENGIN BARU,17,R,03/19/2024,437850,1
SEPAKU,TELEMOW,12,R,03/22/2024,190620,1
WARU,WARU,10,R,03/22/2022,449800,1
PENAJAM,PETUNG,13,R,03/22/2022,203000,1
SEPAKU,MARIDAN,15,R,03/22/2023,374500,1
WARU,API-API,3,R,03/22/2024,203000,1
SEPAKU,PEMALUAN,1,R,03/22/2022,255500,1
BABULU,RINTIK,6,R,03/22/2025,255500,1
SEPAKU,KARANG JINAWI,6,R,03/23/2025,197800,1
PENAJAM,SEPAN,7,R,03/23/2025,196000,1
BABULU,GUNUNG MAKMUR,15,R,03/23/2022,203000,1
PENAJAM,GIRIPURWA,8,R,03/23/2023,203000,1
PENAJAM,SALOLOANG,4,R,03/23/2025,201300,1
PENAJAM,PETUNG,4,R,03/23/2022,203000,1
PENAJAM,PETUNG,21,R,03/23/2022,203000,1
PENAJAM,GIRIPURWA,5,R,03/23/2024,255500,1
WARU,WARU,9,R,03/23/2024,255500,1
SEPAKU,MARIDAN,22,R,03/23/2024,255500,1
SEPAKU,BUKIT RAYA,1,R,03/23/2025,280000,1
BABULU,GUNUNG INTAN,6,R,03/23/2025,444500,1
SEPAKU,PEMALUAN,6,R,03/23/2023,197800,1
SEPAKU,PEMALUAN,6,R,03/23/2023,197800,1
SEPAKU,PEMALUAN,6,R,03/23/2023,197800,1
SEPAKU,PEMALUAN,6,R,03/23/2025,223650,1
SEPAKU,PEMALUAN,6,R,03/23/2025,248500,1
SEPAKU,PEMALUAN,6,R,03/23/2024,267800,1
WARU,WARU,10,R,03/23/2025,449750,1
WARU,WARU,7,R,07/05/2025,129500,1
BABULU,BABULU DARAT,1,R,03/23/2024,255500,1
PENAJAM,SUNGAI PARIT,4,R,03/23/2024,203000,1
SEPAKU,SUKO MULYO,1,R,03/23/2022,255500,1
PENAJAM,NENANG,6,R,03/23/2022,255500,1
PENAJAM,GIRIPURWA,8,R,03/23/2022,255500,1
SEPAKU,SUKARAJA,14,R,03/23/2025,253800,1
PENAJAM,SOTEK,3,R,03/23/2025,315000,1
PENAJAM,LAWE-LAWE,2,R,03/23/2025,399000,1
PENAJAM,NENANG,11,R,03/25/2024,103300,1
WARU,WARU,11,R,03/25/2023,364000,1
PENAJAM,SIDOREJO,8,R,03/26/2025,442750,1
SEPAKU,PEMALUAN,1,R,03/29/2022,203000,1
PENAJAM,TANJUNG TENGAH,6,R,03/29/2025,255500,1
PENAJAM,GIRIMUKTI,14,R,03/29/2023,255500,1
PENAJAM,RIKO,3,R,03/29/2025,255500,1
SEPAKU,KARANG JINAWI,4,R,03/29/2025,253750,1
PENAJAM,GIRIPURWA,8,R,03/29/2024,280000,1
SEPAKU,TENGIN BARU,16,R,03/29/2025,393800,1
PENAJAM,RIKO,5,R,03/29/2025,267800,1
PENAJAM,NIPAH-NIPAH,4,R,03/29/2024,229950,1
SEPAKU,TELEMOW,6,R,03/29/2024,255500,1
PENAJAM,SIDOREJO,7,R,03/29/2025,399000,1
PENAJAM,PENAJAM,20,R,03/29/2022,210000,1
BABULU,BABULU DARAT,3,R,03/29/2022,211800,1
PENAJAM,NENANG,1,R,03/29/2025,225800,1
WARU,WARU,13,R,03/29/2022,255500,1
WARU,SESULU,7,R,03/29/2025,329000,1
BABULU,SEBAKUNG JAYA,7,R,03/29/2024,369300,1
BABULU,GUNUNG INTAN,14,R,03/29/2022,369300,1
PENAJAM,LAWE-LAWE,2,R,03/29/2022,411300,1
SEPAKU,ARGO MULYO,24,R,03/29/2025,411250,1
PENAJAM,GIRIMUKTI,17,R,04/01/2024,449750,1
BABULU,BABULU LAUT,14,R,04/01/2022,238000,1
PENAJAM,NENANG,7,R,04/01/2025,329000,1
PENAJAM,GIRIMUKTI,12,R,10/21/2023,214424,1
PENAJAM,GIRIMUKTI,17,R,04/05/2025,253800,1
BABULU,BABULU DARAT,28,R,04/05/2023,197800,1
PENAJAM,SUNGAI PARIT,4,R,04/05/2023,255500,1
PENAJAM,SEPAN,6,R,04/05/2025,211800,1
PENAJAM,LAWE-LAWE,5,R,04/05/2022,255500,1
BABULU,BABULU DARAT,32,R,04/05/2022,255500,1
BABULU,BABULU DARAT,5,R,04/05/2022,227500,1
PENAJAM,NIPAH-NIPAH,7,R,04/05/2025,176800,1
BABULU,SRI RAHARJA,10,R,03/08/2024,187300,1
PENAJAM,GIRIMUKTI,4,R,04/08/2022,255500,1
WARU,WARU,2,R,04/08/2022,255500,1
SEPAKU,SEMOI DUA,21,R,04/08/2023,255500,1
PENAJAM,SOTEK,9,R,04/08/2025,253800,1
PENAJAM,SALOLOANG,7,R,04/08/2024,229950,1
SEPAKU,TENGIN BARU,13,R,04/08/2025,266000,1
PENAJAM,PETUNG,10,R,04/08/2024,402500,1
PENAJAM,GIRIMUKTI,7,R,04/08/2025,399000,1
WARU,API-API,5,R,04/08/2022,439300,1
PENAJAM,NIPAH-NIPAH,8,R,04/08/2025,201300,1
SEPAKU,WONOSARI,2,R,04/08/2022,203000,1
PENAJAM,JENEBORA,13,R,04/08/2025,276500,1
PENAJAM,SEPAN,1,R,04/08/2025,311500,1
BABULU,BABULU LAUT,13,R,04/08/2025,201300,1
PENAJAM,GERSIK,4,R,04/08/2023,203000,1
PENAJAM,PENAJAM,6,R,04/08/2025,253800,1
BABULU,BABULU DARAT,18,R,04/08/2022,255500,1
BABULU,LABANGKA BARAT,8,R,04/08/2025,253800,1
PENAJAM,PENAJAM,30,R,04/09/2025,253800,1
BABULU,LABANGKA,10,R,04/09/2022,315000,1
BABULU,RINTIK,8,R,04/09/2025,357000,1
PENAJAM,TANJUNG TENGAH,3,R,04/09/2025,365800,1
PENAJAM,SOTEK,10,R,04/09/2024,448000,1
BABULU,BABULU DARAT,2,R,04/12/2025,201300,1
PENAJAM,TANJUNG TENGAH,6,R,04/12/2022,203000,1
PENAJAM,GERSIK,1,R,07/28/2025,136500,1
PENAJAM,NENANG,11,R,04/14/2022,448000,1
WARU,WARU,10,R,04/12/2024,155970,1
PENAJAM,GUNUNG STELENG,2,R,04/15/2025,253800,1
PENAJAM,GIRIMUKTI,15,R,04/15/2025,201300,1
SEPAKU,BUMI HARAPAN,2,R,04/15/2025,211800,1
BABULU,BABULU DARAT,20,R,04/15/2025,253800,1
PENAJAM,GUNUNG STELENG,10,R,04/15/2025,253800,1
SEPAKU,ARGO MULYO,13,R,04/19/2025,253800,1
SEPAKU,TENGIN BARU,3,R,04/19/2025,253800,1
PENAJAM,GUNUNG STELENG,13,R,04/19/2023,203000,1
PENAJAM,PENAJAM,4,R,04/19/2025,357000,1
SEPAKU,TENGIN BARU,21,R,04/22/2023,369300,1
BABULU,BABULU DARAT,25,R,04/22/2022,371000,1
PENAJAM,PENAJAM,11,R,04/22/2024,329000,1
PENAJAM,PENAJAM,12,R,04/22/2022,393800,1
WARU,WARU,6,R,04/22/2022,369300,1
WARU,WARU,20,R,04/22/2022,371000,1
PENAJAM,GUNUNG STELENG,13,R,04/22/2022,273000,1
SEPAKU,SEMOI DUA,18,R,04/22/2025,236300,1
BABULU,BABULU DARAT,11,R,04/25/2023,138300,1
BABULU,BABULU DARAT,11,R,04/23/2024,449800,1
BABULU,RINTIK,4,R,04/23/2025,253800,1
WARU,WARU,14,R,04/23/2022,203000,1
PENAJAM,SOTEK,9,R,04/23/2023,255500,1
PENAJAM,SUNGAI PARIT,5,R,04/23/2025,306300,1
PENAJAM,SOTEK,14,R,04/23/2022,364000,1
PENAJAM,SOTEK,6,R,12/02/2023,229810,1
PENAJAM,SOTEK,14,R,04/28/2022,203000,1
SEPAKU,PEMALUAN,1,R,04/28/2024,211800,1
BABULU,GUNUNG MAKMUR,8,R,04/28/2023,222250,1
PENAJAM,PETUNG,21,R,04/28/2022,255500,1
PENAJAM,NENANG,14,R,04/28/2022,255500,1
BABULU,LABANGKA,12,R,04/28/2024,255500,1
SEPAKU,TENGIN BARU,15,R,04/28/2022,255500,1
PENAJAM,PETUNG,6,R,04/28/2025,255500,1
PENAJAM,PETUNG,6,R,04/28/2024,255500,1
PENAJAM,GIRIPURWA,9,R,04/28/2022,255500,1
WARU,WARU,28,R,04/28/2025,253800,1
SEPAKU,MARIDAN,15,R,04/28/2024,255500,1
SEPAKU,SEMOI DUA,7,R,04/28/2022,255500,1
PENAJAM,PETUNG,6,R,04/28/2025,253800,1
WARU,SESULU,11,R,04/28/2025,253800,1
PENAJAM,PETUNG,17,R,04/28/2025,253750,1
PENAJAM,PENAJAM,24,R,04/28/2022,280000,1
BABULU,BABULU LAUT,10,R,04/28/2025,246800,1
BABULU,LABANGKA,17,R,04/28/2023,315000,1
WARU,API-API,8,R,04/28/2022,449800,1
SEPAKU,BUKIT RAYA,1,R,04/28/2025,208300,1
SEPAKU,WONOSARI,1,R,04/28/2025,260800,1
SEPAKU,BUMI HARAPAN,10,R,04/28/2022,302800,1
SEPAKU,SEPAKU,3,R,04/28/2024,299300,1
BABULU,SRI RAHARJA,9,R,04/28/2025,201300,1
SEPAKU,SEMOI DUA,21,R,04/28/2024,227500,1
PENAJAM,RIKO,3,R,04/28/2024,255500,1
WARU,WARU,14,R,04/28/2022,203000,1
BABULU,BABULU DARAT,29,R,04/28/2022,203000,1
PENAJAM,GUNUNG STELENG,11,R,04/28/2025,203000,1
PENAJAM,NENANG,6,R,04/28/2025,201250,1
PENAJAM,NIPAH-NIPAH,5,R,04/28/2025,201300,1
SEPAKU,PEMALUAN,2,R,04/28/2025,210000,1
PENAJAM,GUNUNG STELENG,11,R,04/28/2023,227500,1
PENAJAM,NENANG,11,R,04/28/2025,253800,1
BABULU,BABULU DARAT,14,R,04/28/2024,255500,1
BABULU,BABULU DARAT,29,R,04/28/2022,255500,1
PENAJAM,PENAJAM,15,R,04/28/2022,255500,1
PENAJAM,PENAJAM,9,R,04/28/2025,253800,1
PENAJAM,PENAJAM,26,R,04/28/2022,255500,1
SEPAKU,KARANG JINAWI,7,R,04/28/2024,255500,1
PENAJAM,PENAJAM,28,R,04/28/2022,255500,1
WARU,WARU,21,R,04/28/2022,255500,1
SEPAKU,BUMI HARAPAN,8,R,04/28/2024,255500,1
PENAJAM,PENAJAM,30,R,04/28/2025,253800,1
SEPAKU,BUMI HARAPAN,1,R,04/28/2024,255500,1
PENAJAM,PENAJAM,23,R,04/28/2025,253800,1
PENAJAM,GIRIMUKTI,15,R,04/28/2025,444500,1
PENAJAM,SOTEK,1,R,04/28/2022,449800,1
PENAJAM,GUNUNG STELENG,16,R,04/28/2025,444500,1
WARU,WARU,16,R,04/28/2022,267800,1
PENAJAM,GUNUNG STELENG,3,R,04/28/2023,255500,1
PENAJAM,PETUNG,17,R,04/28/2025,442800,1
WARU,WARU,13,R,04/29/2024,449750,1
BABULU,SEBAKUNG JAYA,5,R,04/29/2022,315000,1
PENAJAM,GUNUNG STELENG,14,R,04/29/2022,449800,1
BABULU,GUNUNG MULIA,4,R,04/29/2024,269500,1
PENAJAM,PENAJAM,26,R,04/29/2025,208300,1
PENAJAM,PENAJAM,20,R,04/29/2025,390300,1
PENAJAM,SUNGAI PARIT,8,R,05/06/2022,211800,1
BABULU,BABULU DARAT,11,R,12/04/2021,211800,1
WARU,WARU,19,R,05/10/2022,255500,1
WARU,WARU,13,R,05/10/2023,255500,1
BABULU,GUNUNG INTAN,13,R,05/10/2025,253800,1
PENAJAM,PETUNG,18,R,05/10/2025,253800,1
PENAJAM,GIRIMUKTI,13,R,05/10/2025,253750,1
PENAJAM,GUNUNG STELENG,12,R,05/10/2024,255500,1
PENAJAM,SEPAN,4,R,05/10/2022,197800,1
SEPAKU,PEMALUAN,5,R,05/10/2025,210000,1
SEPAKU,SUKO MULYO,1,R,05/10/2024,190620,1
SEPAKU,MARIDAN,15,R,05/10/2025,220500,1
PENAJAM,PETUNG,14,R,05/10/2025,264300,1
PENAJAM,GIRIPURWA,4,R,05/10/2025,276500,1
PENAJAM,GIRIPURWA,6,R,05/10/2022,308000,1
SEPAKU,SUKARAJA,22,R,05/10/2025,311500,1
PENAJAM,PETUNG,18,R,05/10/2025,399000,1
PENAJAM,GIRIMUKTI,17,R,05/10/2025,458500,1
BABULU,GUNUNG MAKMUR,10,R,05/10/2022,222300,1
SEPAKU,PEMALUAN,3,R,05/10/2022,309800,1
PENAJAM,NIPAH-NIPAH,4,R,05/10/2024,203000,1
WARU,WARU,7,R,05/10/2022,211800,1
PENAJAM,GUNUNG STELENG,8,R,05/10/2025,225800,1
SEPAKU,KARANG JINAWI,3,R,05/10/2025,255500,1
PENAJAM,GIRIPURWA,8,R,05/10/2023,255500,1
PENAJAM,PETUNG,14,R,05/10/2025,253800,1
BABULU,SEBAKUNG JAYA,6,R,05/10/2024,255500,1
SEPAKU,KARANG JINAWI,2,R,05/10/2024,255500,1
BABULU,GUNUNG MULIA,11,R,05/10/2024,255500,1
WARU,BANGUN MULYA,6,R,05/10/2025,253800,1
WARU,BANGUN MULYA,1,R,05/10/2022,449800,1
PENAJAM,TANJUNG TENGAH,8,R,05/10/2022,222300,1
SEPAKU,TENGIN BARU,14,R,05/10/2022,203000,1
BABULU,BABULU DARAT,19,R,05/10/2024,255500,1
PENAJAM,BULUMINUNG,1,R,05/10/2022,302800,1
WARU,WARU,29,R,05/10/2022,211800,1
PENAJAM,SOTEK,8,R,05/10/2022,255500,1
PENAJAM,GUNUNG STELENG,10,R,05/10/2022,203000,1
WARU,BANGUN MULYA,6,R,05/10/2022,197800,1
PENAJAM,GIRIMUKTI,15,R,05/10/2025,264300,1
PENAJAM,GIRIPURWA,3,R,05/10/2025,225750,1
BABULU,BABULU DARAT,2,R,05/10/2025,253750,1
SEPAKU,SEMOI DUA,16,R,05/10/2025,357000,1
WARU,SESULU,3,R,05/10/2022,364000,1
WARU,WARU,28,R,05/10/2025,267800,1
BABULU,LABANGKA,6,R,05/10/2025,365800,1
PENAJAM,RIKO,3,R,05/10/2025,215300,1
PENAJAM,SOTEK,2,R,05/10/2024,197800,1
PENAJAM,TANJUNG TENGAH,3,R,05/10/2022,406000,1
PENAJAM,GUNUNG STELENG,4,R,05/10/2025,390300,1
PENAJAM,PETUNG,14,R,05/10/2025,365800,1
PENAJAM,SUNGAI PARIT,1,R,05/10/2025,365800,1
WARU,BANGUN MULYA,5,R,05/17/2022,274800,1
PENAJAM,NENANG,7,R,05/17/2022,203000,1
PENAJAM,BULUMINUNG,2,R,05/17/2022,315000,1
PENAJAM,SOTEK,8,R,05/17/2022,369300,1
PENAJAM,SALOLOANG,5,R,05/17/2025,325500,1
BABULU,BABULU DARAT,29,R,05/17/2025,367500,1
WARU,API-API,1,R,05/17/2023,217000,1
PENAJAM,GIRIMUKTI,4,R,05/17/2025,365750,1
BABULU,GUNUNG INTAN,6,R,05/17/2025,325500,1
PENAJAM,RIKO,2,R,05/17/2022,238000,1
PENAJAM,SOTEK,14,R,05/17/2022,250300,1
PENAJAM,NENANG,5,R,05/17/2022,371000,1
PENAJAM,SUNGAI PARIT,7,R,05/16/2025,168000,1
SEPAKU,PEMALUAN,6,R,05/20/2022,211800,1
BABULU,BABULU DARAT,21,R,05/20/2025,253800,1
BABULU,BABULU DARAT,29,R,05/20/2023,255500,1
PENAJAM,PANTAI LANGO,6,R,05/20/2022,203000,1
BABULU,RAWA MULIA,12,R,05/20/2025,399000,1
PENAJAM,PENAJAM,25,R,05/20/2025,253800,1
PENAJAM,PENAJAM,6,R,05/20/2025,220500,1
PENAJAM,SOTEK,12,R,05/20/2025,295800,1
PENAJAM,GIRIMUKTI,7,R,05/09/2024,161000,1
WARU,SESULU,1,R,05/21/2024,1323000,1
PENAJAM,LAWE-LAWE,6,R,05/24/2023,255500,1
PENAJAM,LAWE-LAWE,2,R,05/24/2023,255500,1
PENAJAM,PENAJAM,8,R,05/24/2025,201300,1
WARU,WARU,14,R,05/24/2023,329000,1
SEPAKU,SEMOI DUA,11,R,05/24/2025,302750,1
BABULU,GUNUNG MAKMUR,10,R,12/04/2023,266000,1
PENAJAM,RIKO,3,R,05/25/2022,203000,1
PENAJAM,GIRIMUKTI,12,R,05/25/2022,203000,1
PENAJAM,PETUNG,19,R,05/25/2022,203000,1
SEPAKU,BINUANG,2,R,05/25/2025,201300,1
PENAJAM,GIRIPURWA,2,R,05/25/2022,203000,1
PENAJAM,BUKIT SUBUR,1,R,05/25/2024,211800,1
SEPAKU,PEMALUAN,1,R,05/25/2022,211800,1
PENAJAM,GIRIPURWA,6,R,05/25/2023,255500,1
BABULU,LABANGKA,4,R,05/25/2024,255500,1
PENAJAM,GIRIMUKTI,13,R,05/25/2025,253800,1
PENAJAM,SIDOREJO,6,R,05/25/2024,229950,1
PENAJAM,PENAJAM,26,R,11/07/2025,203000,1
SEPAKU,PEMALUAN,3,R,11/07/2025,203000,1
PENAJAM,NIPAH-NIPAH,2,R,11/07/2025,203000,1
PENAJAM,GUNUNG STELENG,13,R,11/07/2025,203000,1
PENAJAM,PEJALA,5,R,11/07/2025,203000,1
PENAJAM,BUKIT SUBUR,4,R,11/07/2025,203000,1
PENAJAM,PETUNG,19,R,11/07/2025,203000,1
PENAJAM,SOTEK,12,R,11/07/2025,203000,1
PENAJAM,SOTEK,16,R,11/07/2025,213500,1
PENAJAM,GIRIPURWA,1,R,11/07/2025,213500,1
BABULU,LABANGKA  ,2,R,11/07/2025,218800,1
BABULU,GUNUNG INTAN,13,R,11/07/2025,248500,1
PENAJAM,NENANG,8,R,11/07/2025,260800,1
BABULU,BABULU LAUT,10,R,11/07/2025,260800,1
BABULU,GUNUNG MAKMUR,4,R,11/07/2025,260800,1
PENAJAM,SOTEK,16,R,11/07/2025,267800,1
PENAJAM,TANJUNG TENGAH,7,R,11/07/2025,276500,1
PENAJAM,SOTEK,2,R,11/07/2025,276500,1
PENAJAM,SOTEK,6,R,11/07/2025,276500,1
PENAJAM,SUNGAI PARIT,6,R,11/07/2025,276500,1
PENAJAM,BULUMINUNG,1,R,11/07/2025,276500,1
PENAJAM,PETUNG,4,R,11/07/2025,276500,1
SEPAKU,TELEMOW,9,R,11/07/2025,262500,1
PENAJAM,SEPAN,7,R,11/07/2025,288800,1
PENAJAM,GIRIMUKTI,4,R,11/07/2025,288800,1
SEPAKU,BUKIT RAYA,12,R,11/07/2025,280000,1
SEPAKU,MARIDAN,6,R,11/07/2025,320300,1
PENAJAM,GIRIMUKTI,4,R,11/07/2025,423500,1
SEPAKU,SEPAKU,2,R,11/07/2025,435800,1
PENAJAM,SOTEK,14,R,11/07/2025,486500,1
PENAJAM,NIPAH-NIPAH,8,R,11/07/2025,203000,1
BABULU,GUNUNG MAKMUR,11,R,11/07/2025,248500,1
PENAJAM,GIRIMUKTI,14,R,11/07/2025,276500,1
SEPAKU,ARGOMULYO,16,R,11/07/2025,276500,1
BABULU,GUNUNG INTAN,17,R,11/07/2025,276500,1
BABULU,GUNUNG INTAN,4,R,11/07/2025,276500,1
PENAJAM,PENAJAM,12,R,11/07/2025,276500,1
PENAJAM,PENAJAM,2,R,11/07/2025,276500,1
PENAJAM,PENAJAM,21,R,11/07/2025,203000,1
PENAJAM,GIRIMUKTI,17,R,11/07/2025,203000,1
PENAJAM,PENAJAM,14,R,11/07/2025,196000,1
WARU,WARU,2,R,11/07/2025,203000,1
PENAJAM,SOTEK,16,R,11/07/2025,203000,1
WARU,BANGUN MULYA,30,R,11/07/2025,203000,1
PENAJAM,SIDOREJO,7,R,11/07/2025,203000,1
PENAJAM,PENAJAM,25,R,11/07/2025,203000,1
WARU,WARU,13,R,11/07/2025,203000,1
PENAJAM,PENAJAM,22,R,11/07/2025,248500,1
PENAJAM,SOTEK,11,R,11/07/2025,248500,1
BABULU,SUMBER SARI,9,R,11/07/2025,248500,1
PENAJAM,KAMPUNG BARU,3,R,11/07/2025,260800,1
SEPAKU,PEMALUAN,5,R,11/07/2025,288800,1
PENAJAM,BULUMINUNG,1,R,11/07/2025,320300,1
SEPAKU,BUKIT RAYA,10,R,11/07/2025,304500,1
WARU,SESULU,3,R,11/07/2025,280000,1
SEPAKU,TENGIN BARU,15,R,11/07/2025,248500,1
BABULU,LABANGKA BARAT,1,R,11/07/2025,423500,1
PENAJAM,RIKO,5,R,11/07/2025,213500,1
PENAJAM,NENANG,7,R,11/07/2025,267800,1
PENAJAM,NIPAH-NIPAH,7,R,11/07/2025,0,1
WARU,WARU,2,R,11/11/2025,276500,1
BABULU,BABULU DARAT,6,R,11/11/2025,276500,1
BABULU,LABANGKA BARAT,1,R,11/11/2025,276500,1
WARU,API-API,2,R,11/11/2025,276500,1
PENAJAM,SUNGAI PARIT,4,R,11/11/2025,203000,1
PENAJAM,BULUMINUNG,4,R,11/11/2025,203000,1
WARU,BANGUN MULYA,9,R,11/11/2025,203000,1
PENAJAM,KAMPUNG BARU,1,R,11/11/2025,203000,1
PENAJAM,NIPAH-NIPAH,1,R,11/11/2025,203000,1
SEPAKU,SEMOI DUA,15,R,11/11/2025,203000,1
PENAJAM,TANJUNG TENGAH,5,R,11/11/2025,213500,1
SEPAKU,PEMALUAN,2,R,11/11/2025,267800,1
BABULU,LABANGKA  ,3,R,11/11/2025,281800,1
PENAJAM,JENEBORA,11,R,11/11/2025,486500,1
BABULU,BABULU DARAT,31,R,11/11/2025,260800,1
PENAJAM,SOTEK,9,R,11/11/2025,486500,1
WARU,BANGUN MULYA,12,R,11/11/2025,350000,1
PENAJAM,PENAJAM,2,R,11/12/2025,280000,1
PENAJAM,PENAJAM,2,R,11/12/2025,280000,1
