KECAMATAN,KELURAHAN,RT,JENIS_KB,AKHIR_PKB,POKOK_PKB,JUMLAH_KENDARAAN
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,0,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,05/23/2024,259000,1
PENAJAM,LAWE-LAWE,3,R,05/23/2024,197800,1
PENAJAM,PETUNG,21,R,05/23/2025,245000,1
PENAJAM,NIPAH-NIPAH,1,R,05/23/2020,225800,1
WARU,BANGUN MULYA,16,R,05/23/2025,245000,1
PENAJAM,PENAJAM,2,R,05/23/2020,180300,1
WARU,BANGUN MULYA,14,R,05/23/2020,203000,1
PENAJAM,SOTEK,3,R,05/23/2023,185500,1
PENAJAM,NENANG,11,R,05/23/2020,204800,1
WARU,SESULU,3,R,05/23/2025,208300,1
PENAJAM,RIKO,6,R,05/23/2024,246800,1
PENAJAM,PENAJAM,1,R,05/23/2025,245000,1
PENAJAM,NENANG,9,R,05/23/2022,225270,1
PENAJAM,LAWE-LAWE,2,R,05/23/2025,245000,1
PENAJAM,GIRIMUKTI,1,R,05/23/2025,245000,1
PENAJAM,GIRIPURWA,5,R,05/23/2025,299300,1
PENAJAM,RIKO,6,R,05/23/2025,257300,1
BABULU,BABULU LAUT,11,R,05/23/2020,232800,1
PENAJAM,BUKIT SUBUR,9,R,05/23/2025,245000,1
BABULU,BABULU DARAT,9,R,05/23/2020,264300,1
PENAJAM,GIRIMUKTI,11,R,05/23/2023,220500,1
PENAJAM,GIRIPURWA,2,R,05/23/2022,315000,1
BABULU,GUNUNG MULIA,16,R,05/23/2025,357000,1
WARU,BANGUN MULYA,7,R,05/23/2025,357000,1
WARU,WARU,25,R,05/23/2024,297500,1
PENAJAM,PETUNG,3,R,05/23/2020,367500,1
PENAJAM,NIPAH-NIPAH,1,R,05/23/2020,208300,1
BABULU,RAWA MULIA,2,R,05/23/2025,357000,1
PENAJAM,GIRIPURWA,3,R,05/23/2025,357000,1
PENAJAM,SOTEK,10,R,05/23/2022,301000,1
PENAJAM,NIPAH-NIPAH,6,R,05/24/2025,469000,1
PENAJAM,SOTEK,10,R,05/24/2025,329000,1
PENAJAM,SIDOREJO,1,R,05/24/2025,357000,1
BABULU,GUNUNG MULIA,3,R,05/27/2020,327300,1
PENAJAM,GIRIPURWA,4,R,05/20/2024,173300,1
SEPAKU,SUKO MULYO,10,R,05/09/2023,173300,1
PENAJAM,NENANG,9,R,05/29/2023,175000,1
WARU,BANGUN MULYA,10,R,06/02/2025,213500,1
WARU,API-API,1,R,06/06/2021,160650,1
PENAJAM,PENAJAM,22,R,06/10/2025,227500,1
SEPAKU,TENGIN BARU,5,R,06/11/2025,357000,1
PENAJAM,GIRIMUKTI,11,R,06/11/2025,357000,1
PENAJAM,GIRIPURWA,10,R,06/11/2020,229300,1
PENAJAM,GIRIPURWA,4,R,06/11/2020,229300,1
BABULU,GUNUNG MULIA,7,R,06/11/2025,308000,1
BABULU,BABULU DARAT,29,R,06/11/2025,308000,1
PENAJAM,PENAJAM,9,R,06/12/2020,367500,1
PENAJAM,GIRIPURWA,5,R,06/12/2020,262500,1
PENAJAM,NENANG,3,R,06/12/2025,294000,1
PENAJAM,JENEBORA,12,R,06/12/2020,306300,1
BABULU,GUNUNG MULIA,16,R,06/12/2025,357000,1
PENAJAM,PETUNG,6,R,06/12/2025,357000,1
BABULU,LABANGKA BARAT,4,R,06/12/2025,357000,1
PENAJAM,PETUNG,22,R,06/12/2025,357000,1
PENAJAM,PENAJAM,11,R,06/11/2024,173300,1
SEPAKU,SEMOI DUA,13,R,06/13/2022,198800,1
SEPAKU,SUKO MULYO,6,R,06/13/2022,248500,1
PENAJAM,SEPAN,2,R,06/13/2025,215300,1
SEPAKU,SEMOI DUA,5,R,06/13/2025,245000,1
PENAJAM,GIRIPURWA,5,R,06/13/2025,245000,1
SEPAKU,SEPAKU,3,R,06/13/2024,241864,1
PENAJAM,PETUNG,7,R,06/13/2025,204800,1
PENAJAM,GIRIPURWA,8,R,06/13/2025,215300,1
SEPAKU,TENGIN BARU,16,R,06/13/2021,277200,1
SEPAKU,TELEMOW,5,R,06/13/2025,299300,1
PENAJAM,GIRIPURWA,6,R,06/13/2020,232800,1
WARU,WARU,10,R,06/13/2025,245000,1
PENAJAM,PETUNG,7,R,06/13/2020,204800,1
SEPAKU,ARGO MULYO,17,R,06/13/2024,206500,1
PENAJAM,PETUNG,21,R,06/13/2025,204800,1
PENAJAM,BUKIT SUBUR,3,R,06/13/2025,208300,1
BABULU,GUNUNG MULIA,6,R,06/13/2025,215300,1
PENAJAM,GIRIPURWA,4,R,06/13/2025,215300,1
SEPAKU,BUKIT RAYA,3,R,06/13/2025,215300,1
WARU,BANGUN MULYA,9,R,06/13/2025,215300,1
PENAJAM,PETUNG,20,R,06/13/2020,327300,1
PENAJAM,TANJUNG TENGAH,3,R,06/13/2024,302800,1
BABULU,BABULU LAUT,11,R,06/13/2025,299300,1
WARU,SESULU,2,R,06/13/2025,371000,1
PENAJAM,KAMPUNG BARU,1,R,06/13/2025,245000,1
WARU,SESULU,1,R,06/13/2022,248500,1
BABULU,LABANGKA BARAT,2,R,06/13/2025,245000,1
BABULU,RINTIK,1,R,06/13/2025,245000,1
SEPAKU,TENGIN BARU,18,R,06/13/2025,204800,1
BABULU,BABULU DARAT,22,R,06/13/2022,208300,1
BABULU,GUNUNG MULIA,14,R,06/13/2025,204800,1
SEPAKU,SEMOI DUA,21,R,06/13/2021,198450,1
PENAJAM,PETUNG,21,R,06/13/2025,215300,1
BABULU,GUNUNG MULIA,8,R,06/13/2025,266000,1
SEPAKU,TENGIN BARU,6,R,06/13/2025,257300,1
WARU,WARU,24,R,06/13/2025,215300,1
SEPAKU,KARANG JINAWI,5,R,06/13/2024,207200,1
SEPAKU,ARGO MULYO,1,R,06/13/2022,248500,1
SEPAKU,KARANG JINAWI,7,R,06/13/2024,217000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,173600,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,0,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2023,260800,1
SEPAKU,BUMI HARAPAN,2,R,06/13/2025,0,1
PENAJAM,PENAJAM,10,R,06/13/2025,204800,1
PENAJAM,SOTEK,6,R,06/13/2023,208300,1
PENAJAM,SOTEK,10,R,06/13/2024,229810,1
BABULU,GUNUNG MULIA,10,R,06/13/2025,245000,1
PENAJAM,SUNGAI PARIT,8,R,06/13/2023,208300,1
WARU,SESULU,8,R,06/13/2021,189000,1
SEPAKU,BUKIT RAYA,8,R,06/13/2025,292300,1
PENAJAM,NIPAH-NIPAH,2,R,06/13/2025,299300,1
BABULU,BABULU LAUT,15,R,06/13/2020,232800,1
BABULU,SEBAKUNG JAYA,12,R,06/13/2023,211800,1
PENAJAM,GERSIK,4,R,06/13/2023,289835,1
BABULU,BABULU DARAT,10,R,06/13/2025,434000,1
BABULU,RINTIK,5,R,06/13/2025,183800,1
BABULU,GUNUNG INTAN,6,R,06/13/2025,245000,1
SEPAKU,TENGIN BARU,16,R,06/13/2020,204800,1
BABULU,SEBAKUNG JAYA,13,R,06/14/2023,208300,1
PENAJAM,PENAJAM,4,R,06/14/2025,245000,1
BABULU,LABANGKA,2,R,06/14/2025,245000,1
BABULU,BABULU DARAT,6,R,06/14/2025,245000,1
PENAJAM,LAWE-LAWE,7,R,06/14/2025,245000,1
PENAJAM,NENANG,2,R,06/14/2022,198800,1
PENAJAM,KAMPUNG BARU,1,R,06/14/2023,211800,1
BABULU,LABANGKA,12,R,06/14/2023,208300,1
PENAJAM,GUNUNG STELENG,8,R,06/14/2024,165200,1
BABULU,GUNUNG INTAN,4,R,06/14/2025,245000,1
BABULU,BABULU DARAT,14,R,05/28/2022,175000,1
SEPAKU,BUKIT RAYA,12,R,06/13/2025,199500,1
PENAJAM,PENAJAM,5,R,06/13/2020,367500,1
PENAJAM,PANTAI LANGO,6,R,06/13/2021,285120,1
BABULU,BABULU DARAT,10,R,06/13/2025,357000,1
SEPAKU,SEMOI DUA,12,R,06/13/2024,343000,1
SEPAKU,TENGIN BARU,1,R,06/13/2020,353500,1
PENAJAM,GERSIK,8,R,06/13/2023,302750,1
SEPAKU,SUKARAJA,15,R,06/13/2025,308000,1
SEPAKU,MARIDAN,12,R,06/13/2025,469000,1
PENAJAM,SALOLOANG,2,R,06/14/2020,337800,1
BABULU,LABANGKA,2,R,09/25/2024,194300,1
PENAJAM,SOTEK,13,R,06/14/2020,204800,1
SEPAKU,BUKIT RAYA,11,R,06/02/2024,171500,1
WARU,WARU,1,R,06/14/2022,291200,1
PENAJAM,PENAJAM,5,R,09/10/2022,89600,1
SEPAKU,MARIDAN,3,R,07/17/2025,155800,1
PENAJAM,GIRIMUKTI,14,R,06/19/2025,224000,1
BABULU,LABANGKA,4,R,06/19/2025,217000,1
SEPAKU,SUKO MULYO,11,R,07/16/2025,189000,1
PENAJAM,PETUNG,5,R,06/21/2024,322000,1
WARU,WARU,21,R,06/21/2024,211800,1
SEPAKU,SEMOI DUA,12,R,06/24/2025,369300,1
BABULU,BABULU DARAT,3,R,06/24/2025,239800,1
PENAJAM,TANJUNG TENGAH,8,R,06/24/2025,245000,1
PENAJAM,PENAJAM,11,R,06/24/2020,204800,1
PENAJAM,LAWE-LAWE,6,R,06/24/2025,204800,1
BABULU,BABULU DARAT,9,R,06/24/2022,306250,1
BABULU,BABULU DARAT,15,R,06/14/2025,148800,1
PENAJAM,TANJUNG TENGAH,1,R,06/24/2022,364000,1
PENAJAM,PENAJAM,4,R,06/26/2025,105000,1
BABULU,GUNUNG MULIA,4,R,06/23/2020,220500,1
PENAJAM,NIPAH-NIPAH,1,R,06/26/2025,215300,1
SEPAKU,TENGIN BARU,3,R,06/27/2024,281260,1
PENAJAM,BULUMINUNG,2,R,06/27/2020,204800,1
BABULU,BABULU DARAT,20,R,06/27/2022,192678,1
SEPAKU,SEMOI DUA,12,R,06/27/2023,208300,1
PENAJAM,SIDOREJO,3,R,06/27/2025,245000,1
PENAJAM,SOTEK,10,R,06/27/2025,245000,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2024,259000,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2025,257300,1
SEPAKU,BUMI HARAPAN,2,R,06/27/2024,259000,1
BABULU,BABULU DARAT,13,R,06/27/2025,266000,1
WARU,WARU,14,R,06/27/2025,204800,1
PENAJAM,SOTEK,7,R,06/27/2025,204800,1
SEPAKU,PEMALUAN,4,R,06/27/2025,204800,1
WARU,SESULU,7,R,06/27/2025,204800,1
PENAJAM,BUKIT SUBUR,1,R,06/27/2025,204800,1
PENAJAM,GIRIMUKTI,12,R,06/27/2020,204800,1
PENAJAM,PENAJAM,9,R,06/27/2025,204800,1
PENAJAM,PETUNG,4,R,06/27/2025,208300,1
PENAJAM,PENAJAM,21,R,06/27/2022,211800,1
PENAJAM,PETUNG,21,R,06/27/2025,245000,1
WARU,SESULU,5,R,06/27/2025,245000,1
PENAJAM,GUNUNG STELENG,8,R,06/27/2020,232800,1
PENAJAM,PENAJAM,21,R,06/27/2021,277200,1
WARU,BANGUN MULYA,16,R,06/27/2022,301000,1
SEPAKU,BINUANG,8,R,06/27/2025,371000,1
BABULU,LABANGKA,16,R,06/27/2020,400800,1
PENAJAM,SALOLOANG,7,R,06/27/2023,287000,1
PENAJAM,NIPAH-NIPAH,6,R,06/27/2025,208300,1
SEPAKU,MARIDAN,14,R,06/27/2025,215300,1
PENAJAM,TANJUNG TENGAH,9,R,06/27/2020,232800,1
PENAJAM,PETUNG,1,R,06/27/2025,245000,1
SEPAKU,SUKARAJA,13,R,06/27/2025,245000,1
PENAJAM,PETUNG,2,R,06/27/2025,245000,1
BABULU,LABANGKA,2,R,06/27/2025,245000,1
PENAJAM,PETUNG,14,R,06/27/2025,245000,1
PENAJAM,PETUNG,18,R,06/27/2025,204800,1
BABULU,BABULU DARAT,11,R,06/27/2022,208250,1
SEPAKU,BUMI HARAPAN,8,R,06/27/2025,204800,1
WARU,WARU,2,R,06/27/2021,189000,1
SEPAKU,SUKARAJA,9,R,06/27/2025,204800,1
PENAJAM,SALOLOANG,5,R,06/27/2025,204800,1
SEPAKU,ARGO MULYO,22,R,06/27/2025,204800,1
PENAJAM,SOTEK,9,R,06/27/2023,208300,1
PENAJAM,PETUNG,19,R,06/27/2023,208300,1
BABULU,BABULU LAUT,4,R,06/27/2025,208300,1
BABULU,GUNUNG MULIA,11,R,06/27/2021,192150,1
PENAJAM,PETUNG,4,R,06/27/2022,218750,1
PENAJAM,GIRIPURWA,1,R,06/27/2023,243300,1
PENAJAM,SOTEK,14,R,06/27/2025,183800,1
PENAJAM,LAWE-LAWE,5,R,06/27/2025,210000,1
SEPAKU,BINUANG,8,R,06/27/2021,184320,1
PENAJAM,SOTEK,9,R,06/27/2025,292300,1
BABULU,LABANGKA,19,R,06/27/2025,257300,1
WARU,BANGUN MULYA,1,R,06/27/2025,266000,1
SEPAKU,SUKARAJA,2,R,06/27/2020,327300,1
SEPAKU,SUKARAJA,13,R,06/27/2025,299300,1
PENAJAM,PETUNG,2,R,06/27/2025,299300,1
PENAJAM,TANJUNG TENGAH,3,R,06/27/2025,299300,1
PENAJAM,BULUMINUNG,1,R,06/27/2020,337800,1
SEPAKU,KARANG JINAWI,7,R,06/27/2024,313894,1
BABULU,GUNUNG INTAN,18,R,06/27/2023,439300,1
SEPAKU,ARGO MULYO,5,R,06/27/2025,232800,1
BABULU,LABANGKA,15,R,06/27/2025,316800,1
WARU,API-API,5,R,06/27/2024,206500,1
BABULU,BABULU DARAT,6,R,06/27/2024,202370,1
BABULU,BABULU DARAT,27,R,06/27/2021,189000,1
PENAJAM,SUNGAI PARIT,5,R,06/27/2021,189000,1
BABULU,BABULU DARAT,9,R,06/27/2024,302800,1
PENAJAM,PENAJAM,18,R,06/27/2020,204800,1
PENAJAM,SOTEK,2,R,06/27/2024,217000,1
BABULU,LABANGKA BARAT,1,R,06/27/2024,264110,1
PENAJAM,GIRIMUKTI,14,R,06/27/2023,227500,1
PENAJAM,PETUNG,5,R,06/27/2025,213500,1
PENAJAM,BULUMINUNG,4,R,06/27/2025,357000,1
PENAJAM,BUKIT SUBUR,3,R,06/27/2021,192150,1
PENAJAM,GIRIMUKTI,14,R,06/27/2025,224000,1
WARU,WARU,20,R,06/27/2025,357000,1
SEPAKU,PEMALUAN,2,R,07/16/2021,157500,1
SEPAKU,PEMALUAN,2,R,07/16/2025,301000,1
WARU,API-API,4,R,06/28/2020,323800,1
SEPAKU,SEMOI DUA,7,R,07/01/2025,0,1
PENAJAM,TANJUNG TENGAH,5,R,07/01/2025,308000,1
WARU,BANGUN MULYA,15,R,07/01/2025,308000,1
PENAJAM,GUNUNG STELENG,1,R,07/01/2025,308000,1
WARU,WARU,20,R,07/01/2025,357000,1
PENAJAM,PETUNG,14,R,07/01/2025,357000,1
PENAJAM,GIRIMUKTI,7,R,07/01/2021,329220,1
SEPAKU,MARIDAN,13,R,06/14/2024,155800,1
PENAJAM,PENAJAM,11,R,04/06/2021,118170,1
PENAJAM,GIRIMUKTI,7,R,07/17/2025,162800,1
BABULU,BABULU DARAT,18,R,04/24/2024,256200,1
BABULU,GUNUNG MULIA,5,R,07/05/2024,726300,1
PENAJAM,TANJUNG TENGAH,8,R,07/07/2025,164500,1
SEPAKU,WONOSARI,3,R,07/09/2025,183800,1
PENAJAM,PENAJAM,18,R,07/09/2020,204800,1
BABULU,BABULU LAUT,14,R,07/09/2025,204800,1
BABULU,LABANGKA,4,R,07/09/2020,204800,1
PENAJAM,SUNGAI PARIT,7,R,07/09/2024,181790,1
PENAJAM,GUNUNG STELENG,5,R,07/09/2025,204800,1
BABULU,LABANGKA,7,R,07/09/2025,245000,1
BABULU,SRI RAHARJA,6,R,07/09/2025,215300,1
BABULU,GUNUNG INTAN,18,R,07/09/2025,204800,1
PENAJAM,PENAJAM,4,R,07/09/2025,434000,1
SEPAKU,TELEMOW,4,R,07/09/2025,245000,1
PENAJAM,GIRIMUKTI,14,R,07/09/2025,245000,1
BABULU,GUNUNG MULIA,15,R,07/09/2025,245000,1
PENAJAM,PETUNG,11,R,07/09/2025,245000,1
BABULU,BABULU DARAT,10,R,07/09/2025,204800,1
PENAJAM,RIKO,3,R,07/09/2020,204800,1
BABULU,BABULU DARAT,28,R,07/09/2025,357000,1
PENAJAM,PETUNG,12,R,07/09/2025,357000,1
BABULU,GUNUNG INTAN,3,R,07/09/2025,308000,1
PENAJAM,LAWE-LAWE,7,R,07/09/2025,248500,1
BABULU,SRI RAHARJA,1,R,07/09/2025,357000,1
PENAJAM,PETUNG,14,R,07/09/2020,318500,1
PENAJAM,PETUNG,7,R,07/09/2025,357000,1
PENAJAM,GIRIMUKTI,15,R,07/09/2025,308000,1
BABULU,BABULU DARAT,24,R,07/09/2023,360500,1
BABULU,BABULU DARAT,19,R,07/09/2025,294000,1
BABULU,LABANGKA,3,R,07/09/2025,217000,1
PENAJAM,PENAJAM,2,R,07/27/2025,175000,1
PENAJAM,NENANG,10,R,07/10/2025,245000,1
SEPAKU,WONOSARI,2,R,07/10/2025,245000,1
PENAJAM,PETUNG,16,R,07/10/2023,248500,1
SEPAKU,ARGO MULYO,4,R,07/10/2025,245000,1
PENAJAM,GIRIPURWA,2,R,07/10/2025,245000,1
BABULU,GUNUNG INTAN,14,R,07/10/2025,204800,1
SEPAKU,SUKO MULYO,10,R,07/10/2025,204800,1
BABULU,GUNUNG MAKMUR,10,R,07/10/2025,204800,1
WARU,BANGUN MULYA,2,R,07/10/2025,204800,1
PENAJAM,GIRIMUKTI,14,R,07/10/2025,204800,1
BABULU,BABULU DARAT,22,R,07/10/2025,208300,1
SEPAKU,TENGIN BARU,18,R,07/10/2022,211800,1
SEPAKU,WONOSARI,1,R,07/10/2025,215300,1
BABULU,SRI RAHARJA,2,R,07/10/2025,183800,1
PENAJAM,SOTEK,8,R,07/10/2025,257300,1
SEPAKU,ARGO MULYO,10,R,07/10/2023,260800,1
PENAJAM,SIDOREJO,1,R,07/10/2025,266000,1
SEPAKU,SUKARAJA,16,R,07/10/2025,283500,1
WARU,WARU,27,R,07/10/2025,245000,1
PENAJAM,PETUNG,22,R,07/10/2023,248500,1
WARU,SESULU,2,R,07/10/2025,245000,1
PENAJAM,SALOLOANG,6,R,07/10/2025,204800,1
PENAJAM,GIRIMUKTI,9,R,07/10/2025,204800,1
PENAJAM,GIRIMUKTI,14,R,07/10/2025,204800,1
PENAJAM,GIRIPURWA,8,R,07/10/2025,183800,1
PENAJAM,GIRIPURWA,3,R,07/10/2025,266000,1
PENAJAM,GIRIMUKTI,17,R,07/10/2024,302800,1
PENAJAM,PANTAI LANGO,2,R,07/10/2025,227500,1
WARU,WARU,13,R,07/10/2025,245000,1
SEPAKU,KARANG JINAWI,2,R,07/10/2025,245000,1
PENAJAM,PENAJAM,11,R,07/10/2025,245000,1
SEPAKU,ARGO MULYO,4,R,07/10/2025,299300,1
SEPAKU,TELEMOW,13,R,07/10/2024,165200,1
WARU,WARU,21,R,07/10/2024,229300,1
WARU,WARU,22,R,07/10/2020,204800,1
PENAJAM,PENAJAM,19,R,07/10/2020,204800,1
PENAJAM,PENAJAM,18,R,07/10/2020,204800,1
PENAJAM,TANJUNG TENGAH,4,R,07/10/2025,204800,1
WARU,WARU,5,R,07/10/2025,204800,1
PENAJAM,PETUNG,1,R,07/10/2025,204800,1
PENAJAM,GUNUNG STELENG,5,R,07/10/2025,204800,1
WARU,SESULU,11,R,07/10/2025,215300,1
PENAJAM,PENAJAM,27,R,07/10/2025,215300,1
PENAJAM,BULUMINUNG,2,R,07/10/2024,212660,1
SEPAKU,PEMALUAN,5,R,07/10/2020,213500,1
PENAJAM,GIRIPURWA,8,R,07/10/2025,245000,1
PENAJAM,RIKO,3,R,07/10/2025,245000,1
WARU,WARU,20,R,07/10/2025,245000,1
SEPAKU,TELEMOW,1,R,07/10/2025,299300,1
BABULU,BABULU DARAT,9,R,07/10/2025,371000,1
BABULU,BABULU DARAT,20,R,07/10/2025,371000,1
PENAJAM,PENAJAM,18,R,07/31/2024,92610,1
SEPAKU,TELEMOW,8,R,07/11/2025,217000,1
BABULU,LABANGKA,5,R,07/11/2025,357000,1
BABULU,BABULU DARAT,2,R,07/11/2025,357000,1
PENAJAM,PENAJAM,6,R,07/11/2020,367500,1
SEPAKU,BUKIT RAYA,8,R,07/11/2024,147000,1
SEPAKU,SEPAKU,3,R,07/11/2024,225800,1
SEPAKU,WONOSARI,7,R,07/11/2025,308000,1
SEPAKU,SEPAKU,2,R,07/11/2025,308000,1
SEPAKU,SUKARAJA,13,R,07/11/2024,311500,1
SEPAKU,SUKARAJA,2,R,07/11/2025,357000,1
SEPAKU,TENGIN BARU,22,R,07/11/2025,346500,1
WARU,WARU,29,R,07/11/2025,208300,1
WARU,BANGUN MULYA,5,R,07/11/2025,210000,1
SEPAKU,WONOSARI,1,R,07/11/2023,220500,1
WARU,BANGUN MULYA,16,R,07/11/2025,217000,1
WARU,WARU,21,R,07/11/2025,225800,1
SEPAKU,MARIDAN,2,R,07/11/2025,248500,1
WARU,SESULU,2,R,07/11/2025,248500,1
PENAJAM,NENANG,15,R,07/11/2025,357000,1
BABULU,BABULU DARAT,9,R,07/11/2022,323400,1
SEPAKU,MARIDAN,6,R,07/11/2025,357000,1
SEPAKU,MARIDAN,3,R,07/11/2025,308000,1
BABULU,RAWA MULIA,7,R,07/11/2025,353500,1
PENAJAM,RIKO,3,R,07/11/2025,371000,1
SEPAKU,SUKARAJA,12,R,07/11/2025,469000,1
SEPAKU,SUKARAJA,19,R,07/11/2025,217000,1
SEPAKU,SUKARAJA,20,R,07/11/2020,369300,1
BABULU,BABULU DARAT,10,R,06/04/2021,179550,1
SEPAKU,TELEMOW,11,R,07/12/2024,302800,1
PENAJAM,NENANG,5,R,07/12/2025,357000,1
PENAJAM,GIRIMUKTI,11,R,07/12/2025,357000,1
PENAJAM,GIRIMUKTI,15,R,07/12/2025,357000,1
PENAJAM,NENANG,11,R,07/17/2025,161000,1
PENAJAM,GIRIPURWA,4,R,07/17/2025,311500,1
PENAJAM,TANJUNG TENGAH,1,R,07/16/2024,190414,1
WARU,WARU,6,R,06/29/2020,113800,1
PENAJAM,SUNGAI PARIT,3,R,07/16/2025,189000,1
WARU,WARU,15,R,07/25/2025,171500,1
BABULU,BABULU LAUT,5,R,07/16/2025,371000,1
PENAJAM,GUNUNG STELENG,8,R,07/16/2025,257300,1
BABULU,BABULU DARAT,2,R,07/16/2025,369300,1
PENAJAM,SUNGAI PARIT,6,R,07/16/2020,204800,1
WARU,WARU,10,R,07/16/2020,204800,1
PENAJAM,SOTEK,11,R,07/16/2025,292300,1
PENAJAM,PETUNG,16,R,07/16/2020,232800,1
PENAJAM,NENANG,12,R,07/16/2025,183800,1
SEPAKU,MARIDAN,20,R,07/16/2025,204800,1
PENAJAM,GUNUNG STELENG,10,R,07/16/2025,245000,1
PENAJAM,GIRIPURWA,3,R,07/16/2025,245000,1
WARU,WARU,8,R,07/16/2025,245000,1
PENAJAM,BULUMINUNG,3,R,07/16/2025,292300,1
BABULU,BABULU DARAT,17,R,07/16/2025,215300,1
WARU,API-API,8,R,07/16/2021,189000,1
PENAJAM,GIRIPURWA,8,R,07/16/2025,204800,1
BABULU,BABULU DARAT,10,R,07/16/2025,266000,1
PENAJAM,PEJALA,3,R,07/16/2025,208300,1
PENAJAM,NENANG,12,R,07/18/2025,208300,1
WARU,WARU,1,R,07/18/2025,357000,1
PENAJAM,SOTEK,14,R,07/18/2022,211800,1
PENAJAM,GIRIMUKTI,17,R,07/18/2021,200070,1
PENAJAM,GIRIMUKTI,10,R,07/18/2025,357000,1
PENAJAM,GUNUNG STELENG,10,R,07/18/2025,357000,1
PENAJAM,GIRIMUKTI,17,R,07/18/2025,248500,1
PENAJAM,GIRIPURWA,9,R,07/18/2021,285120,1
PENAJAM,PENAJAM,19,R,07/18/2025,294000,1
PENAJAM,GIRIMUKTI,8,R,07/22/2025,357000,1
BABULU,LABANGKA,10,R,07/22/2025,357000,1
PENAJAM,PETUNG,7,R,07/22/2024,353290,1
PENAJAM,PETUNG,5,R,07/22/2025,357000,1
PENAJAM,LAWE-LAWE,1,R,07/22/2025,469000,1
SEPAKU,BUMI HARAPAN,2,R,07/22/2025,357000,1
PENAJAM,GIRIMUKTI,11,R,07/22/2024,353290,1
BABULU,GUNUNG MULIA,9,R,07/22/2025,357000,1
PENAJAM,PETUNG,7,R,07/24/2024,192080,1
PENAJAM,PETUNG,4,R,07/23/2025,192500,1
PENAJAM,GIRIMUKTI,7,R,07/24/2025,245000,1
PENAJAM,PENAJAM,22,R,07/24/2025,245000,1
PENAJAM,SEPAN,6,R,07/28/2025,204800,1
